circRNA_ID,Chromosome,Start,Stop,Supporting reads,Strand,Unique Supporting reads,Best quality of anchor A,Best quality of anchor B,Samples,Sample counts,Edits,Anchor overlap,Breakpoints,Length (genomic distance),Associated annotation             (if applicable),Correlation with linear counterpart,Annotation description
bowtie_circ_000834,Pf3D7_09_v3,913614,913818,3,+,3,40,40,"T24,T28,T40","1,1,1",0,0,1,204,PF3D7_0922500,,phosphoglycerate kinase (PGK)
bowtie_circ_000851,Pf3D7_14_v3,829034,829142,3,+,3,40,38,"T12+16,T24,T40","1,1,1",0,0,1,108,PF3D7_1420000,,"splicing factor 3B subunit 4, putative (SF3B4)"
bowtie_circ_000901,Pf3D7_08_v3,687808,687997,3,+,3,40,40,"T28,T32","2,1",0,0,1,189,PF3D7_0814200,,DNA/RNA-binding protein Alba 1 (ALBA1)
bowtie_circ_000902,Pf3D7_10_v3,747746,747977,3,-,3,40,40,"T20,T24,T32","1,1,1",2,0,1,231,PF3D7_1018700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000965,Pf3D7_10_v3,155590,155716,3,-,3,40,5,"T36,T44,T48","1,1,1",0,0,1,126,PF3D7_1003400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000982,Pf3D7_08_v3,1018555,1018693,3,-,3,40,40,"T24,T32","1,2",0,0,1,138,PF3D7_0823100,,"RWD domain-containing protein, putative"
bowtie_circ_000986,Pf3D7_09_v3,709809,709911,3,+,3,40,40,"T36,T40,T44","1,1,1",0,0,1,102,PF3D7_0917000,,"conserved Plasmodium protein, unknown function"
bowtie_circ_000998,Pf3D7_05_v3,503167,503302,3,+,3,40,40,"T20,T36","1,2",0,0,1,135,PF3D7_0511500,,"RNA pseudouridylate synthase, putative"
bowtie_circ_001008,Pf3D7_06_v3,486838,486964,3,-,3,40,40,T44,3,1,0,1,126,PF3D7_0611600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001012,Pf3D7_14_v3,2751102,2751255,3,+,3,40,40,"T32,T36,T40","1,1,1",1,0,1,153,PF3D7_1467300,,1-deoxy-D-xylulose 5-phosphate reductoisomerase (DOXR)
bowtie_circ_001018,Pf3D7_07_v3,489259,489379,4,-,3,40,40,"T20,T28,T32","1,2,1",0,0,1,120,PF3D7_0711000,,"AAA family ATPase, CDC48 subfamily (Cdc48)"
bowtie_circ_001036,Pf3D7_11_v3,1434683,1435191,3,-,3,40,40,"S3,T32,TT4","1,1,1",0,0,1,508,PF3D7_1136500,,casein kinase 1 (CK1)
bowtie_circ_001101,Pf3D7_13_v3,633033,633492,3,+,3,40,40,"LRET,T20","1,2",0,0,1,459,PF3D7_1314900,,TFIIH basal transcription factor subunit
bowtie_circ_001156,Pf3D7_14_v3,585950,586084,3,-,3,40,40,"T12+16,T40,T48","1,1,1",1,0,1,134,PF3D7_1414500,,"atypical protein kinase, ABC-1 family, putative (ABCk2)"
bowtie_circ_001204,Pf3D7_09_v3,305257,306028,3,+,3,40,40,"T44,T48,TT4","1,1,1",0,0,1,771,PF3D7_0906100,,"developmental protein, putative"
bowtie_circ_001205,Pf3D7_14_v3,61873,61980,3,-,3,40,40,"S3,T12+16,T20","1,1,1",1,0,1,107,PF3D7_1401600,,"Plasmodium exported protein (PHISTb), unknown function"
bowtie_circ_001219,Pf3D7_08_v3,861026,861130,3,+,3,40,5,"LRET,MTLT,T24","1,1,1",1,0,1,104,PF3D7_0818900,,heat shock protein 70 (HSP70)
bowtie_circ_001229,Pf3D7_03_v3,826694,826946,4,+,3,40,34,"ER,T12+16,T24","2,1,1",1,0,1,252,PF3D7_0319700,,"ABC transporter, putative"
bowtie_circ_001233,Pf3D7_02_v3,469945,470107,3,+,3,40,40,"T28,T32,T36","1,1,1",0,0,1,162,PF3D7_0211700,,"protein kinase, putative (TKL1)"
bowtie_circ_001243,Pf3D7_08_v3,718424,718573,3,+,3,40,40,"T36,T48","1,2",0,0,1,149,PF3D7_0815200,,"importin beta, putative"
bowtie_circ_001249,Pf3D7_10_v3,1327375,1327594,4,+,3,40,40,"T20,T24,T36","2,1,1",0,0,1,219,PF3D7_1033100,,S-adenosylmethionine decarboxylase/ornithine decarboxylase (AdoMetDC/ODC)
bowtie_circ_001250,Pf3D7_03_v3,669484,670415,3,-,3,40,40,"LRET,MTLT,T48","1,1,1",0,0,1,931,PF3D7_0316600,,"formate-nitrite transporter, putative"
bowtie_circ_001257,Pf3D7_14_v3,2470946,2471158,3,-,3,40,40,"ER,T32,T44","1,1,1",2,0,1,212,PF3D7_1460500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001321,Pf3D7_05_v3,871412,871585,3,+,3,5,40,"T40,TT4","1,2",1,0,1,173,PF3D7_0521300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001331,Pf3D7_06_v3,173484,173694,3,-,3,40,40,"T12+16,T36,T40","1,1,1",1,0,1,210,PF3D7_0604100,,"transcription factor with AP2 domain(s),SPE2-interacting protein (SIP2)"
bowtie_circ_001374,Pf3D7_04_v3,707813,707924,3,+,3,40,40,"LRET,T28,T32","1,1,1",1,0,1,111,PF3D7_0416100,,"glutamyl-tRNA(Gln) amidotransferase subunit A, putative"
bowtie_circ_001390,Pf3D7_14_v3,1673396,1673498,3,-,3,40,40,"T20,T40","2,1",0,0,1,102,PF3D7_1441100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001478,Pf3D7_14_v3,699765,699978,3,+,3,40,40,"T20,T32,T48","1,1,1",0,0,1,213,PF3D7_1417200,,"NOT family protein, putative"
bowtie_circ_001502,Pf3D7_10_v3,1359987,1360091,3,+,3,40,40,"T40,T44","2,1",2,0,1,104,PF3D7_1034000,,"Sec1 family protein, putative"
bowtie_circ_001512,Pf3D7_13_v3,1561937,1562125,3,-,3,40,40,"T12+16,T20,T28","1,1,1",1,0,1,188,PF3D7_1338700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001517,Pf3D7_11_v3,1064272,1064394,4,-,3,40,40,"T24,T32","2,2",1,0,1,122,PF3D7_1127300,,"methyltransferase, putative"
bowtie_circ_001527,Pf3D7_10_v3,240507,240714,3,-,3,40,40,"T40,T44","1,2",0,0,1,207,PF3D7_1005500,,"regulator of nonsense transcripts, putative"
bowtie_circ_001541,Pf3D7_11_v3,1956553,1956745,3,+,3,40,40,"LRET,T24","2,1",2,0,1,192,PF3D7_1149000,,"antigen 332, DBL-like protein (Pf332)"
bowtie_circ_001555,Pf3D7_01_v3,446113,446215,3,+,3,40,5,"T28,T36","1,2",0,0,1,102,PF3D7_0111800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001576,Pf3D7_07_v3,1368506,1368727,3,+,3,40,40,"T28,T32","1,2",2,0,1,221,PF3D7_0731600,,acyl-CoA synthetase (ACS5)
bowtie_circ_001579,Pf3D7_05_v3,751062,751364,3,+,3,40,40,"T20,T36,T44","1,1,1",0,0,1,302,PF3D7_0518000,,"conserved protein, unknown function"
bowtie_circ_001581,Pf3D7_11_v3,251655,252248,3,+,3,40,40,"LRET,T36","2,1",0,0,1,593,PF3D7_1105800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001622,Pf3D7_11_v3,914191,914318,3,+,3,40,40,"LRET,T40,T44","1,1,1",0,0,1,127,PF3D7_1123100,,calcium-dependent protein kinase 7 (CDPK7)
bowtie_circ_001639,Pf3D7_14_v3,2920226,2920352,3,-,3,5,40,"T24,T40","1,2",1,0,1,126,PF3D7_1471400,,"diacylglycerol kinase, putative"
bowtie_circ_001641,Pf3D7_11_v3,1965462,1965645,3,+,3,40,40,"LRET,T28,T36","1,1,1",0,0,1,183,PF3D7_1149000,,"antigen 332, DBL-like protein (Pf332)"
bowtie_circ_001659,Pf3D7_14_v3,87676,87855,3,-,3,40,40,"T24,T44","2,1",0,0,1,179,PF3D7_1402300,,26S proteasome regulatory subunit (RPN6)
bowtie_circ_001725,Pf3D7_06_v3,193093,193222,3,+,3,40,40,"T32,T40,TT4","1,1,1",1,0,1,129,PF3D7_0604500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001736,Pf3D7_06_v3,1172135,1172613,3,-,3,40,40,"T24,T32,T44","1,1,1",0,0,1,478,PF3D7_0628300,,"choline/ethanolaminephosphotransferase, putative (CEPT)"
bowtie_circ_001740,Pf3D7_08_v3,657256,657454,3,+,3,40,40,"T28,T36,TT4","1,1,1",0,0,1,198,PF3D7_0813300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001742,Pf3D7_03_v3,653844,654025,3,-,3,40,5,"MTLT,T32,T40","1,1,1",1,0,1,181,PF3D7_0316200,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001777,Pf3D7_02_v3,799636,799738,3,+,3,40,40,"T12+16,T28,T44","1,1,1",0,0,1,102,PF3D7_0220000,,liver stage antigen 3 (LSA3)
bowtie_circ_001780,Pf3D7_13_v3,2770105,2770219,3,+,3,40,5,"T24,T28","1,2",0,0,1,114,PF3D7_1369500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_001781,Pf3D7_04_v3,318209,318563,3,-,3,6,40,"S3,T4+8,T40","1,1,1",1,0,1,354,PF3D7_0405900,,apical sushi protein (ASP)
bowtie_circ_001842,Pf3D7_11_v3,1789382,1789482,3,+,3,40,40,"S3,T48","2,1",2,0,1,100,PF3D7_1145200,,"serine/threonine protein kinase, putative"
bowtie_circ_001851,Pf3D7_10_v3,1313586,1313721,4,-,3,40,40,"T32,T36","3,1",0,0,1,135,PF3D7_1032800,,leucine-rich repeat protein (LRR1)
bowtie_circ_001908,Pf3D7_02_v3,303992,304097,4,+,3,40,40,"T36,T40","1,3",2,0,1,105,PF3D7_0207600,,serine repeat antigen 5 (SERA5)
bowtie_circ_001917,Pf3D7_08_v3,861170,861290,3,+,3,40,40,"LRET,T32,T36","1,1,1",0,0,1,120,PF3D7_0818900,,heat shock protein 70 (HSP70)
bowtie_circ_001957,Pf3D7_07_v3,732723,733179,3,-,3,40,40,"T28,T36,T44","1,1,1",2,0,1,456,PF3D7_0716800,,"eukaryotic translation initiation factor 3 37.28 kDa subunit, putative"
bowtie_circ_002000,Pf3D7_02_v3,752741,752871,4,+,3,5,40,"T28,T32,T36","1,2,1",0,0,1,130,NA,,NA
bowtie_circ_002027,Pf3D7_03_v3,928654,928945,3,-,3,40,40,"T12+16,T28,T36","1,1,1",0,0,1,291,PF3D7_0322000,,peptidyl-prolyl cis-trans isomerase (CYP19A)
bowtie_circ_002029,Pf3D7_11_v3,632547,632763,3,-,3,40,40,"T20,T36","1,2",0,0,1,216,PF3D7_1116700,,"cathepsin C, homolog,dipeptidyl peptidase 1 (DPAP1)"
bowtie_circ_002051,Pf3D7_08_v3,950273,950609,3,+,3,40,40,"ER,S3","2,1",0,0,1,336,PF3D7_0821000,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002084,Pf3D7_05_v3,486668,486775,4,+,3,40,40,"LRET,T24,T48","1,1,2",2,0,1,107,PF3D7_0511500,,"RNA pseudouridylate synthase, putative"
bowtie_circ_002108,Pf3D7_10_v3,802766,802874,4,-,3,6,40,"T36,T48","3,1",0,0,1,108,PF3D7_1019700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002113,Pf3D7_14_v3,925733,925868,3,-,3,40,40,"T28,T32","1,2",2,0,1,135,PF3D7_1423000,,"GTPase, putative"
bowtie_circ_002124,Pf3D7_03_v3,812819,812921,3,+,3,0,40,"T28,T36","1,2",0,0,1,102,PF3D7_0319400,,"kinesin-8, putative"
bowtie_circ_002126,Pf3D7_11_v3,922033,922159,3,+,3,40,40,"T28,T40","2,1",0,0,1,126,PF3D7_1123300,,"RING zinc finger protein, putative"
bowtie_circ_002128,Pf3D7_10_v3,1004377,1004482,3,-,3,40,40,"S3,T24,T28","1,1,1",2,0,1,105,PF3D7_1023900,,"chromodomain-helicase-DNA-binding protein 1 homolog, putative (CHD1)"
bowtie_circ_002130,Pf3D7_01_v3,293632,294513,4,+,3,40,40,"T36,T48,TT4","1,1,2",0,0,1,881,PF3D7_0107000,,centrin-1 (CEN1)
bowtie_circ_002187,Pf3D7_10_v3,1118209,1118365,4,-,3,40,6,"T4+8,T48","2,2",1,0,1,156,PF3D7_1026600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002203,Pf3D7_07_v3,978121,978289,4,-,3,35,35,"T36,T48","2,2",0,0,1,168,PF3D7_0723300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002215,Pf3D7_10_v3,1146588,1146703,3,-,3,40,40,"MTLT,S3,T32","1,1,1",0,0,1,115,PF3D7_1027400,,"DNA-directed RNA polymerase II, putative"
bowtie_circ_002234,Pf3D7_06_v3,1097772,1098000,3,-,3,40,40,"T20,T24,T48","1,1,1",2,0,1,228,PF3D7_0627300,,"E3 ubiquitin-protein ligase RNF5, putative (RNF5)"
bowtie_circ_002241,Pf3D7_13_v3,1291514,1292088,3,+,3,40,40,"T36,T4+8,T44","1,1,1",0,0,1,574,PF3D7_1330700,,"GPI transamidase subunit PIG-U, putative"
bowtie_circ_002254,Pf3D7_12_v3,1234390,1235957,3,+,3,40,40,"S3,T40","1,2",0,0,1,1567,PF3D7_1230000,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002275,Pf3D7_05_v3,489848,490013,3,+,3,40,40,"T28,T32,T36","1,1,1",0,0,1,165,PF3D7_0511500,,"RNA pseudouridylate synthase, putative"
bowtie_circ_002286,Pf3D7_06_v3,981433,981587,3,+,3,40,40,"MTLT,T20,T28","1,1,1",1,0,1,154,PF3D7_0624000,,hexokinase (HK)
bowtie_circ_002290,Pf3D7_11_v3,542598,543599,3,-,3,40,40,"ER,T20","2,1",0,0,1,1001,PF3D7_1114200,,"GTPase activator, putative"
bowtie_circ_002325,Pf3D7_08_v3,799408,799938,3,+,3,40,40,"ER,T36,TT4","1,1,1",0,0,1,530,PF3D7_0817500,,"protein kinase c inhibitor-like protein, putative"
bowtie_circ_002341,Pf3D7_02_v3,385751,386133,3,-,3,40,40,"ER,T20,T32","1,1,1",0,0,1,382,PF3D7_0209200,,"3'exoribonuclease, putative"
bowtie_circ_002344,Pf3D7_10_v3,1035111,1035294,3,+,3,40,40,"ER,T28","2,1",0,0,1,183,PF3D7_1024800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002394,Pf3D7_14_v3,1844756,1844930,3,-,3,40,40,"T24,T44,T48","1,1,1",1,0,1,174,PF3D7_1444800,,fructose-bisphosphate aldolase (FBPA)
bowtie_circ_002427,Pf3D7_09_v3,1205034,1205166,3,-,3,40,40,"T4+8,T40,T44","1,1,1",1,0,1,132,PF3D7_0930300,,merozoite surface protein 1 (MSP1)
bowtie_circ_002436,Pf3D7_05_v3,915120,915225,3,+,3,40,40,"T40,T48","2,1",1,0,1,105,PF3D7_0522400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002486,Pf3D7_10_v3,302203,302366,4,-,3,40,5,"T20,T32,T36","2,1,1",0,0,1,163,PF3D7_1007700,,transcription factor with AP2 domain(s) (ApiAP2)
bowtie_circ_002500,Pf3D7_03_v3,524546,525010,4,-,3,40,40,"T44,T48,TT4","1,1,2",0,0,1,464,PF3D7_0312400,,glycogen synthase kinase 3 (GSK3)
bowtie_circ_002540,Pf3D7_09_v3,556612,558050,3,+,3,40,40,T12+16,3,0,0,1,1438,PF3D7_0912500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002554,Pf3D7_11_v3,903270,903370,3,-,3,40,40,"T12+16,T20,T28","1,1,1",1,0,1,100,PF3D7_1123000,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002599,Pf3D7_11_v3,1044565,1045832,3,-,3,40,40,"T12+16,T48,TT4","1,1,1",0,0,1,1267,PF3D7_1126700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002629,Pf3D7_14_v3,1286291,1286446,3,-,3,40,40,"ER,T20,T32","1,1,1",1,0,1,155,PF3D7_1432600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002634,Pf3D7_02_v3,566620,566742,3,+,3,40,40,"T12+16,T36,T40","1,1,1",0,0,1,122,PF3D7_0214000,,"T-complex protein 1, putative"
bowtie_circ_002643,Pf3D7_02_v3,721894,722262,3,+,3,40,40,S3,3,0,0,1,368,PF3D7_0217500,,calcium-dependent protein kinase 1 (CDPK1)
bowtie_circ_002653,Pf3D7_08_v3,657289,657454,3,+,3,40,5,"LRET,T12+16,T28","1,1,1",1,0,1,165,PF3D7_0813300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002676,Pf3D7_07_v3,1299476,1299605,3,+,3,40,5,"T24,T44","2,1",2,0,1,129,PF3D7_0730300,,transcription factor with AP2 domain(s) (AP2-L)
bowtie_circ_002698,Pf3D7_09_v3,270975,271117,3,-,3,40,40,"S3,T36,T48","1,1,1",0,0,1,142,PF3D7_0905400,,high molecular weight rhoptry protein 3 (RhopH3)
bowtie_circ_002699,Pf3D7_08_v3,1161578,1161708,3,-,3,40,40,"T24,T36","1,2",0,0,1,130,PF3D7_0826700,,receptor for activated c kinase (RACK)
bowtie_circ_002707,Pf3D7_14_v3,816322,816662,4,-,3,40,40,"S3,T24,TT4","1,1,2",0,0,1,340,PF3D7_1419600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002712,Pf3D7_14_v3,1016330,1016623,3,-,3,40,40,"ER,T12+16,T40","1,1,1",2,0,1,293,PF3D7_1426000,,"60S ribosomal protein L21e, putative"
bowtie_circ_002717,Pf3D7_08_v3,680925,681196,3,+,3,40,40,"T12+16,T36,T44","1,1,1",0,0,1,271,PF3D7_0814000,,"60S ribosomal protein L13-2, putative"
bowtie_circ_002742,Pf3D7_10_v3,998434,998546,3,-,3,40,40,"S3,T20,T28","1,1,1",2,0,1,112,PF3D7_1023900,,"chromodomain-helicase-DNA-binding protein 1 homolog, putative (CHD1)"
bowtie_circ_002754,Pf3D7_14_v3,1534264,1534390,4,+,3,40,40,"T20,T4+8","1,3",0,0,1,126,PF3D7_1437900,,"HSP40, subfamily A, putative"
bowtie_circ_002766,Pf3D7_11_v3,1430964,1431898,3,-,3,40,40,TT4,3,0,0,1,934,PF3D7_1136500,,casein kinase 1 (CK1)
bowtie_circ_002846,Pf3D7_09_v3,1203808,1203922,3,+,3,40,40,"T36,T40","1,2",2,0,1,114,PF3D7_0930300,,merozoite surface protein 1 (MSP1)
bowtie_circ_002939,Pf3D7_11_v3,1044934,1045832,3,-,3,40,40,"ER,T48","1,2",0,0,1,898,PF3D7_1126700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002946,Pf3D7_06_v3,717344,717499,3,+,3,40,40,"T24,T36","2,1",0,0,1,155,PF3D7_0617200,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002956,Pf3D7_07_v3,916727,916844,3,+,3,40,40,"LRET,T44","2,1",2,0,1,117,PF3D7_0721100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_002990,Pf3D7_14_v3,96147,98142,3,-,3,40,40,"T12+16,T24","1,2",0,0,1,1995,PF3D7_1402700,,"pre-mRNA splicing factor, putative"
bowtie_circ_003022,Pf3D7_04_v3,258441,258690,3,+,3,40,40,"LRET,T20,T24","1,1,1",0,0,1,249,PF3D7_0404600,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_003024,Pf3D7_10_v3,1141178,1141286,3,-,3,40,40,"S3,T36,T44","1,1,1",0,0,1,108,PF3D7_1027300,,peroxiredoxin (nPrx)
bowtie_circ_003042,Pf3D7_10_v3,1140654,1140834,3,+,3,40,40,"T40,T44","2,1",2,0,1,180,PF3D7_1027300,,peroxiredoxin (nPrx)
bowtie_circ_003053,Pf3D7_02_v3,404906,405044,3,+,3,40,40,"T20,T24","1,2",0,0,1,138,PF3D7_0209800,,ATP-dependent RNA helicase UAP56 (UAP56)
bowtie_circ_003093,Pf3D7_09_v3,903632,903753,3,+,3,40,40,"MTLT,T24,T44","1,1,1",0,0,1,121,PF3D7_0922200,,S-adenosylmethionine synthetase (SAMS)
bowtie_circ_003104,Pf3D7_14_v3,283959,284091,3,+,3,40,40,"ER,T12+16,TT4","1,1,1",0,0,1,132,PF3D7_1407800,,plasmepsin IV (PM4)
bowtie_circ_003131,Pf3D7_10_v3,1140917,1141097,3,-,3,40,40,"T40,T48","2,1",0,0,1,180,PF3D7_1027300,,peroxiredoxin (nPrx)
bowtie_circ_003143,Pf3D7_04_v3,332568,333013,3,+,3,40,40,"ER,T24","2,1",0,0,1,445,PF3D7_0406400,,cytosolic glyoxalase II (cGloII)
bowtie_circ_003168,Pf3D7_10_v3,716156,716276,3,+,3,40,40,"T24,T32,T40","1,1,1",0,0,1,120,PF3D7_1017900,,"26s proteasome regulatory subunit p55, putative"
bowtie_circ_003174,Pf3D7_09_v3,241051,241159,3,-,3,40,40,"T28,T36","1,2",0,0,1,108,PF3D7_0905100,,"nucleoporin NUP100/NSP100, putative (NUP100)"
bowtie_circ_003179,Pf3D7_07_v3,493706,493860,3,-,3,6,40,"T12+16,T24,T44","1,1,1",0,0,1,154,NA,,NA
bowtie_circ_003184,Pf3D7_05_v3,1144155,1144359,3,+,3,40,40,"S3,T12+16,T28","1,1,1",2,0,1,204,PF3D7_0527500,,Hsc70-interacting protein (HIP)
bowtie_circ_003208,Pf3D7_06_v3,748382,748599,3,-,3,40,40,"T40,T44,T48","1,1,1",2,0,1,217,PF3D7_0617800,,histone H2A (H2A)
bowtie_circ_003234,Pf3D7_02_v3,304698,304974,3,-,3,40,40,"S3,T48","2,1",0,0,1,276,PF3D7_0207600,,serine repeat antigen 5 (SERA5)
bowtie_circ_003258,Pf3D7_07_v3,478494,478610,3,-,3,40,40,"T12+16,T20","2,1",0,0,1,116,PF3D7_0710600,,"60S ribosomal protein L34a, putative"
bowtie_circ_003277,Pf3D7_06_v3,415163,415339,3,+,3,40,6,"T12+16,T24,T48","1,1,1",1,0,1,176,PF3D7_0609700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003278,Pf3D7_06_v3,926526,926805,3,-,3,5,40,"LRET,T20,T48","1,1,1",1,0,1,279,PF3D7_0622900,,"transcription factor with AP2 domain(s), putative (ApiAP2)"
bowtie_circ_003282,Pf3D7_03_v3,262279,262380,3,-,3,0,40,"T24,T28,T36","1,1,1",0,0,1,101,PF3D7_0305500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003307,Pf3D7_11_v3,1166130,1166256,3,+,3,40,40,"LRET,MTLT,T12+16","1,1,1",2,0,1,126,PF3D7_1130200,,60S ribosomal protein P0 (PfP0)
bowtie_circ_003340,Pf3D7_07_v3,487260,487465,3,-,3,40,40,"T24,T28,T40","1,1,1",0,0,1,205,PF3D7_0711000,,"AAA family ATPase, CDC48 subfamily (Cdc48)"
bowtie_circ_003359,Pf3D7_03_v3,939275,939395,3,-,3,5,40,"T36,T40","2,1",2,0,1,120,PF3D7_0322300,,diacylglycerol O-acyltransferase (DGAT)
bowtie_circ_003394,Pf3D7_13_v3,1189297,1189417,3,+,3,40,5,"ER,T36","1,2",2,0,1,120,PF3D7_1328200,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003440,Pf3D7_14_v3,985583,986446,5,-,3,40,40,"T4+8,T44,T48","3,1,1",0,0,1,863,PF3D7_1425300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003477,Pf3D7_08_v3,799030,799938,4,+,3,40,40,"T48,TT4","1,3",0,0,1,908,PF3D7_0817500,,"protein kinase c inhibitor-like protein, putative"
bowtie_circ_003530,Pf3D7_11_v3,1977875,1978034,3,+,3,40,40,T44,3,0,0,1,159,PF3D7_1149200,,ring-infected erythrocyte surface antigen
bowtie_circ_003534,Pf3D7_14_v3,1713626,1713993,3,-,3,40,40,"T28,T32,T36","1,1,1",0,0,1,367,PF3D7_1442300,,"tRNA binding protein, putative"
bowtie_circ_003567,Pf3D7_09_v3,1437971,1438125,5,-,3,5,40,"T12+16,T20,T4+8","1,1,3",1,0,1,154,PF3D7_0936300,,ring-exported protein 3 (REX3)
bowtie_circ_003579,Pf3D7_07_v3,1322119,1322329,3,+,3,40,40,"LRET,T12+16,T20","1,1,1",1,0,1,210,PF3D7_0730800,,"Plasmodium exported protein, unknown function"
bowtie_circ_003588,Pf3D7_05_v3,75340,75538,5,-,3,5,40,"T24,T4+8,TT4","1,3,1",0,0,1,198,PF3D7_0501400,,interspersed repeat antigen (FIRA)
bowtie_circ_003628,Pf3D7_13_v3,2130536,2130812,3,+,3,40,40,"ER,T12+16","2,1",0,0,1,276,PF3D7_1353200,,membrane associated histidine-rich protein (MAHRP2)
bowtie_circ_003634,Pf3D7_14_v3,1425244,1425346,4,-,3,40,40,"T32,T48","1,3",0,0,1,102,PF3D7_1435300,,"NAD(P)H-dependent glutamate synthase, putative"
bowtie_circ_003637,Pf3D7_10_v3,68013,68123,3,-,3,40,40,"T12+16,TT4","1,2",0,0,1,110,PF3D7_1001100,,"acyl-CoA binding protein, isoform 1, ACBP1 (ACBP1)"
bowtie_circ_003664,Pf3D7_06_v3,656349,657632,3,+,3,40,40,"MTLT,T32","1,2",0,0,1,1283,PF3D7_0615700,,"RNA and export factor binding protein, putative"
bowtie_circ_003667,Pf3D7_14_v3,806669,806911,3,-,3,40,40,"LRET,T32","1,2",0,0,1,242,PF3D7_1419400,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_003675,Pf3D7_12_v3,1197491,1197638,4,-,3,40,40,"ER,T12+16,T24","1,2,1",0,0,1,147,PF3D7_1229100,,"ABC transporter, (CT family) (MRP2)"
bowtie_circ_003694,Pf3D7_09_v3,1327081,1327201,5,-,3,40,40,"T28,T36,T4+8","1,1,3",1,0,1,120,PF3D7_0933500,,"gamma-tubulin complex component, putative"
bowtie_circ_003704,Pf3D7_13_v3,2540759,2540969,3,-,3,40,5,"T12+16,T44,T48","1,1,1",1,0,1,210,PF3D7_1363200,,bifunctional polynucleotide phosphatase/kinase (PNKP)
bowtie_circ_003710,Pf3D7_13_v3,1785883,1786030,3,-,3,5,40,"T20,T36,T40","1,1,1",2,0,1,147,PF3D7_1344400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003717,Pf3D7_14_v3,862715,862907,3,-,3,40,40,"T24,T28,T44","1,1,1",1,0,1,192,PF3D7_1420700,,"surface protein, Pf113 (Pf113)"
bowtie_circ_003737,Pf3D7_09_v3,155965,156090,3,-,3,34,40,"T20,T32,T36","1,1,1",0,0,1,125,PF3D7_0903400,,"DEAD/DEAH box helicase, putative"
bowtie_circ_003754,Pf3D7_14_v3,1829379,1829619,3,+,3,40,40,"MTLT,T24,T36","1,1,1",0,0,1,240,PF3D7_1444300,,"apicoplast 1-acyl-sn-glycerol-3-phosphate acyltransferase, putative (AGPAT)"
bowtie_circ_003785,Pf3D7_13_v3,1898825,1899362,3,-,3,40,40,"ER,T20","1,2",0,0,1,537,PF3D7_1347500,,DNA/RNA-binding protein Alba 4 (ALBA4)
bowtie_circ_003832,Pf3D7_14_v3,2698250,2698403,3,-,3,40,40,T40,3,0,0,1,153,PF3D7_1466200,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003870,Pf3D7_13_v3,1545561,1545687,3,-,3,40,40,"LRET,T36,T44","1,1,1",0,0,1,126,PF3D7_1338200,,"60S ribosomal protein L6-2, putative"
bowtie_circ_003871,Pf3D7_11_v3,1965532,1965663,3,+,3,40,40,"ER,S3,T32","1,1,1",0,0,1,131,PF3D7_1149000,,"antigen 332, DBL-like protein (Pf332)"
bowtie_circ_003885,Pf3D7_06_v3,1142803,1142941,3,-,3,35,40,"T36,T4+8,T48","1,1,1",2,0,1,138,PF3D7_0628100,,"HECT-domain (ubiquitin-transferase), putative"
bowtie_circ_003894,Pf3D7_07_v3,136326,136461,3,+,3,5,40,"T24,T28","1,2",1,0,1,135,PF3D7_0703500,,erythrocyte membrane-associated antigen
