lncRNA_ID,chromosome,start,end,strand,length,GC content (%),subtype,evidence ranking,overlapping feature,antisense feature,contains a structural RNA,contains intron,contains multiple introns,putatively essential (no piggybac insertions),overlap PlasmoDB listed lncRNAs,PlasmoDB listed name,intersect Broadbent et al. annotation,intersect Chappell et al. predicted ncRNAs,intersect Siegel et al. natural antisense transcripts,intersect Yang et al. predicted transcripts,intersect Liao et al. annotation,novel
Pf3D7lncRNA_0715,Pf3D7_07_v3,806645,807786,+,1142,15.15,As-lncRNA,4,,LncRNA,NO,NO,NO,NO,NO,,YES,NO,NO,YES,NO,NO
Pf3D7lncRNA_0716,Pf3D7_07_v3,807681,809290,-,1610,16.15,As-G,7,,"LncRNA, PF3D7_CEN07",NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0717,Pf3D7_07_v3,821249,821494,-,246,17.07,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0718,Pf3D7_07_v3,821915,826252,-,4338,17.75,As-G,5,,"PF3D7_0718400, PF3D7_0718500",NO,NO,NO,NO,NO,,NO,YES,YES,NO,NO,NO
Pf3D7lncRNA_0719,Pf3D7_07_v3,833279,834962,+,1684,20.72,As-G,4,,PF3D7_0718800,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0720,Pf3D7_07_v3,836316,836937,-,622,21.86,As-G,7,,PF3D7_0718900,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_0721,Pf3D7_07_v3,854293,856848,+,2556,19.05,As-G,1,,PF3D7_0719500,NO,NO,NO,NO,NO,,NO,YES,YES,YES,NO,NO
Pf3D7lncRNA_0722,Pf3D7_07_v3,857713,859577,+,1865,18.61,As-G,4,,PF3D7_0719600,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0723,Pf3D7_07_v3,875612,875828,-,217,15.21,As-G,8,,PF3D7_0719900,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0724,Pf3D7_07_v3,890457,891388,-,932,11.59,UTR-asc,9,PF3D7_0720600,UTR (PF3D7_0720700),NO,YES,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_0725,Pf3D7_07_v3,900614,901058,-,445,18.88,As-G,2,,PF3D7_0720800,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0726,Pf3D7_07_v3,913835,915253,-,1419,17.83,As-G,1,,PF3D7_0721000,NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_0727,Pf3D7_07_v3,933412,934579,+,1168,14.98,UTR-asc,4,PF3D7_0721700,,NO,NO,NO,NO,NO,,YES,NO,NO,YES,NO,NO
Pf3D7lncRNA_0728,Pf3D7_07_v3,942292,943689,-,1398,16.6,As-G,1,,PF3D7_0722000,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0729,Pf3D7_07_v3,944606,945665,-,1060,20.09,As-G,1,,PF3D7_0722100,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_0730,Pf3D7_07_v3,954026,954263,-,238,14.29,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0731,Pf3D7_07_v3,959111,959735,+,625,25.92,As-G,9,,PF3D7_0722600,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0732,Pf3D7_07_v3,973760,974907,-,1148,17.33,As-G,4,,PF3D7_0723200,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0733,Pf3D7_07_v3,990851,991403,-,553,20.61,As-G,7,,PF3D7_0723700,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0734,Pf3D7_07_v3,998705,1000238,-,1534,17.34,UTR-asc,4,PF3D7_0723900,PF3D7_0723800,NO,YES,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0735,Pf3D7_07_v3,1017813,1019526,+,1714,14.47,As-UTR,1,,UTR (PF3D7_0724200),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0736,Pf3D7_07_v3,1021390,1023085,-,1696,17.28,As-G,1,,PF3D7_0724300,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0737,Pf3D7_07_v3,1033677,1034636,+,960,15.73,As-UTR,1,,UTR (PF3D7_0724700),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0738,Pf3D7_07_v3,1035533,1036049,+,517,18.76,As-G,8,,PF3D7_0724700,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0739,Pf3D7_07_v3,1047102,1047468,+,367,9.54,As-G,7,,PF3D7_0724800,NO,NO,NO,NO,NO,,YES,NO,NO,YES,NO,NO
Pf3D7lncRNA_0740,Pf3D7_07_v3,1050150,1051157,+,1008,17.06,Intergenic,1,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0741,Pf3D7_07_v3,1076417,1077072,+,656,19.51,As-lncRNA,4,,LncRNA,NO,NO,NO,YES,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_0742,Pf3D7_07_v3,1078121,1079446,-,1326,17.19,As-G,9,,PF3D7_0725400,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0743,Pf3D7_07_v3,1080077,1081190,-,1114,15.8,As-UTR,2,,UTR (PF3D7_0725400),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0744,Pf3D7_07_v3,1090504,1091480,-,977,12.59,As-lncRNA,1,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0745,Pf3D7_07_v3,1090771,1091350,+,580,13.79,As-lncRNA,8,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0746,Pf3D7_07_v3,1092424,1093552,+,1129,15.59,As-G,7,,PF3D7_0726050,NO,YES,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0747,Pf3D7_07_v3,1098329,1099617,+,1289,11.64,UTR-asc,9,PF3D7_0726200,,NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_0748,Pf3D7_07_v3,1138686,1139049,+,364,14.01,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0749,Pf3D7_07_v3,1151534,1152131,+,598,12.04,As-UTR,6,,UTR (PF3D7_0727100),NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_0750,Pf3D7_07_v3,1156743,1157300,+,558,29.75,As-G,9,,PF3D7_0727200,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0751,Pf3D7_07_v3,1172328,1173234,+,907,20.51,As-G,8,,PF3D7_0727700,NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_0752,Pf3D7_07_v3,1237214,1237529,-,316,13.29,As-UTR,8,,UTR (PF3D7_0729000),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0753,Pf3D7_07_v3,1253933,1254764,-,832,13.1,As-G,6,,PF3D7_0729400,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0754,Pf3D7_07_v3,1290180,1290974,+,795,14.34,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_0755,Pf3D7_07_v3,1292137,1292455,-,319,14.42,Intergenic,8,,,NO,NO,NO,YES,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0756,Pf3D7_07_v3,1294030,1295019,+,990,11.92,Intergenic,7,,,NO,NO,NO,YES,NO,,YES,NO,NO,YES,NO,NO
Pf3D7lncRNA_0757,Pf3D7_07_v3,1315728,1317253,+,1526,13.37,Intergenic,4,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0758,Pf3D7_07_v3,1318324,1320003,+,1680,13.15,As-G,1,,PF3D7_0730700,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0759,Pf3D7_07_v3,1319433,1319995,-,563,12.08,As-lncRNA,7,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0760,Pf3D7_07_v3,1321313,1323198,-,1886,20.31,As-G,7,,PF3D7_0730800,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0761,Pf3D7_07_v3,1332820,1334664,-,1845,13.93,As-UTR,1,,UTR (PF3D7_0730900),NO,YES,NO,NO,YES,PF3D7_0731000,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_0762,Pf3D7_07_v3,1335699,1337165,-,1467,12.2,As-UTR,2,,UTR (PF3D7_0731100),NO,NO,NO,NO,NO,,YES,YES,NO,YES,NO,NO
Pf3D7lncRNA_0763,Pf3D7_07_v3,1346802,1347820,-,1019,12.76,Intergenic,1,,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0764,Pf3D7_07_v3,1353315,1356373,-,3059,18.47,As-G,1,,PF3D7_0731400,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0765,Pf3D7_07_v3,1363372,1364004,-,633,11.37,As-UTR,9,,UTR (PF3D7_0731500),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0766,Pf3D7_07_v3,1364423,1366158,-,1736,14.11,Intergenic,1,,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,YES,NO
Pf3D7lncRNA_0767,Pf3D7_07_v3,1410085,1410364,-,280,14.29,Intergenic,9,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0768,Pf3D7_07_v3,1414445,1416963,-,2519,19.93,As-G,1,,PF3D7_0732900,NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_0769,Pf3D7_07_v3,1417228,1419393,-,2166,25.12,Sense,1,PF3D7_0733000,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0770,Pf3D7_07_v3,1419387,1419894,+,508,10.43,As-Intron,4,,PF3D7_0733000,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0771,Pf3D7_08_v3,23233,23742,-,510,43.53,As-G,8,,PF3D7_0800100,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0772,Pf3D7_08_v3,26335,26740,-,406,12.32,As-Intron,4,,PF3D7_0800100,NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_0773,Pf3D7_08_v3,26900,29425,+,2526,22.17,Sense,1,PF3D7_0800100,,NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_0774,Pf3D7_08_v3,29196,29564,-,369,12.2,Sense,9,PF3D7_0800200,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0775,Pf3D7_08_v3,31700,33142,+,1443,32.36,As-Intron,7,,PF3D7_0800200,NO,NO,NO,YES,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_0776,Pf3D7_08_v3,48573,49207,-,635,9.45,As-Intron,5,,PF3D7_0800300,NO,NO,NO,YES,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0777,Pf3D7_08_v3,49260,51310,+,2051,25.45,Sense,2,PF3D7_0800300,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0778,Pf3D7_08_v3,50733,51622,-,890,14.72,As-G,1,,PF3D7_0800300,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0779,Pf3D7_08_v3,51563,52792,+,1230,12.85,As-G,7,,PF3D7_0800400,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0780,Pf3D7_08_v3,62669,63780,-,1112,14.12,Intergenic,1,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0781,Pf3D7_08_v3,64731,65462,-,732,13.52,Intergenic,1,,,NO,NO,NO,NO,YES,PF3D7_0800650,NO,NO,NO,NO,NO,NO
Pf3D7lncRNA_0782,Pf3D7_08_v3,74038,75385,+,1348,14.09,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0783,Pf3D7_08_v3,90121,92603,+,2483,18,As-G,1,,PF3D7_0801100,NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_0784,Pf3D7_08_v3,96939,97432,+,494,28.54,As-UTR,7,,UTR (PF3D7_0801100),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0785,Pf3D7_08_v3,99198,100277,-,1080,16.67,Intergenic,1,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0786,Pf3D7_08_v3,101130,101492,+,363,18.18,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0787,Pf3D7_08_v3,123996,126745,+,2750,14.18,UTR-asc,1,PF3D7_0801900,,NO,YES,YES,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_0788,Pf3D7_08_v3,125136,126536,-,1401,14.56,As-UTR,7,,UTR (PF3D7_0801900),NO,YES,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0789,Pf3D7_08_v3,141606,144358,-,2753,16.31,As-G,1,,PF3D7_0801900,NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_0790,Pf3D7_08_v3,162447,164765,+,2319,13.11,UTR-asc,1,PF3D7_0802200,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,YES,NO
Pf3D7lncRNA_0791,Pf3D7_08_v3,164602,164982,-,381,15.75,As-UTR,9,,UTR (PF3D7_0802200),NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0792,Pf3D7_08_v3,189496,191158,-,1663,18.16,As-G,1,,PF3D7_0802700,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0793,Pf3D7_08_v3,203714,204919,+,1206,18.08,As-G,1,,PF3D7_0803200,NO,YES,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0794,Pf3D7_08_v3,210341,211130,-,790,15.7,As-UTR,2,,UTR (PF3D7_0803300),NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0795,Pf3D7_08_v3,221525,223055,-,1531,15.15,As-G,1,,PF3D7_0803500,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0796,Pf3D7_08_v3,229725,230786,-,1062,17.89,As-G,7,,PF3D7_0803600,NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_0797,Pf3D7_08_v3,235214,236582,+,1369,16.22,UTR-asc,7,PF3D7_0804000,UTR (PF3D7_0803900),NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_0798,Pf3D7_08_v3,235502,237180,-,1679,14.59,As-lncRNA,1,,LncRNA,NO,NO,NO,NO,YES,PF3D7_0803900,NO,NO,NO,NO,NO,NO
Pf3D7lncRNA_0799,Pf3D7_08_v3,247924,248463,-,540,12.96,As-G,1,,PF3D7_0804400,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0800,Pf3D7_08_v3,282696,284303,+,1608,18.03,As-G,1,,PF3D7_0805000,NO,NO,NO,YES,NO,,YES,YES,YES,YES,NO,NO
Pf3D7lncRNA_0801,Pf3D7_08_v3,297937,298963,+,1027,16.46,Intergenic,7,,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0802,Pf3D7_08_v3,305118,306485,+,1368,18.57,As-G,7,,PF3D7_0805500,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0803,Pf3D7_08_v3,309951,311039,-,1089,11.57,UTR-asc,1,PF3D7_0805500,UTR (PF3D7_0805600),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0804,Pf3D7_08_v3,322495,322853,+,359,16.43,As-G,6,,PF3D7_0805800,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0805,Pf3D7_08_v3,348503,349035,+,533,11.82,As-UTR,1,,UTR (PF3D7_0806600),NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0806,Pf3D7_08_v3,361899,362434,-,536,19.22,As-G,8,,PF3D7_0806700,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0807,Pf3D7_08_v3,367684,369472,+,1789,17.38,UTR-asc,1,PF3D7_0807000,PF3D7_0806900,NO,NO,NO,NO,NO,,YES,YES,NO,YES,NO,NO
Pf3D7lncRNA_0808,Pf3D7_08_v3,383147,383672,-,526,9.89,As-UTR,7,,UTR (PF3D7_0807400),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0809,Pf3D7_08_v3,384972,386352,-,1381,14.92,As-G,1,,PF3D7_0807400,NO,NO,NO,NO,NO,,NO,YES,YES,NO,NO,NO
Pf3D7lncRNA_0810,Pf3D7_08_v3,395082,396592,+,1511,17.41,As-G,1,,PF3D7_0807700,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0811,Pf3D7_08_v3,402195,402487,-,293,8.87,As-UTR,9,,UTR (PF3D7_0807900),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0812,Pf3D7_08_v3,408762,409430,-,669,14.05,As-G,7,,"PF3D7_0808000, UTR (PF3D7_0808100)",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0813,Pf3D7_08_v3,416139,417502,+,1364,27.79,As-G,3,,PF3D7_0808200,NO,NO,NO,YES,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0814,Pf3D7_08_v3,436748,437170,-,423,9.93,As-Intron,2,,PF3D7_0808600,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0815,Pf3D7_08_v3,445812,446376,-,565,9.03,As-Intron,1,,PF3D7_0808700,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0816,Pf3D7_08_v3,458662,459335,-,674,16.62,As-G,9,,PF3D7_0809100,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0817,Pf3D7_08_v3,463511,465134,-,1624,28.08,As-Intron,1,,PF3D7_0809100,NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_0818,Pf3D7_08_v3,465101,467385,+,2285,21.75,Sense,4,PF3D7_0809100,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0819,Pf3D7_08_v3,466048,466975,-,928,21.34,As-G,4,,PF3D7_0809100,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0820,Pf3D7_08_v3,467858,468897,+,1040,19.62,As-G,4,,PF3D7_0809200,NO,NO,NO,NO,NO,,NO,NO,YES,YES,NO,NO
Pf3D7lncRNA_0821,Pf3D7_08_v3,472601,474219,+,1619,11.98,As-UTR,6,,"UTR (PF3D7_0809200, PF3D7_0809250)",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0822,Pf3D7_08_v3,499210,502372,+,3163,19.41,As-G,1,,PF3D7_0809700,NO,NO,NO,NO,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_0823,Pf3D7_08_v3,506251,507784,+,1534,13.69,As-G,4,,PF3D7_0809800,NO,NO,NO,NO,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_0824,Pf3D7_08_v3,514976,515931,-,956,11.3,As-lncRNA,1,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0825,Pf3D7_08_v3,515512,516053,+,542,9.96,As-lncRNA,7,,LncRNA,NO,NO,NO,YES,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0826,Pf3D7_08_v3,517956,518861,+,906,10.49,As-UTR,1,,UTR (PF3D7_0810000),NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_0827,Pf3D7_08_v3,519057,519969,+,913,19.17,As-G,7,,PF3D7_0810100,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0828,Pf3D7_08_v3,528327,530124,+,1798,13.9,As-UTR,1,,UTR (PF3D7_0810300),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0829,Pf3D7_08_v3,530166,532153,-,1988,11.77,UTR-asc,1,PF3D7_0810300,,NO,NO,NO,NO,NO,,YES,NO,NO,YES,NO,NO
Pf3D7lncRNA_0830,Pf3D7_08_v3,530421,530726,+,306,12.09,As-UTR,9,,UTR (PF3D7_0810300),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0831,Pf3D7_08_v3,534556,535516,+,961,19.04,As-G,4,,PF3D7_0810500,NO,YES,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0832,Pf3D7_08_v3,536507,537410,+,904,13.5,As-G,4,,PF3D7_0810500,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0833,Pf3D7_08_v3,538865,539121,-,257,9.34,As-UTR,4,,UTR (PF3D7_0810600),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0834,Pf3D7_08_v3,564700,565809,-,1110,9.46,As-UTR,1,,UTR (PF3D7_0811200),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0835,Pf3D7_08_v3,573415,574965,-,1551,12.12,As-G,1,,PF3D7_0811300,NO,NO,NO,NO,NO,,NO,YES,NO,YES,NO,NO
Pf3D7lncRNA_0836,Pf3D7_08_v3,577894,578854,-,961,18,As-G,8,,PF3D7_0811400,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0837,Pf3D7_08_v3,603618,604394,-,777,11.45,As-UTR,8,,UTR (PF3D7_0812100),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0838,Pf3D7_08_v3,615774,616520,+,747,19.95,As-G,1,,PF3D7_0812200,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0839,Pf3D7_08_v3,625003,625251,+,249,15.66,As-UTR,7,,UTR (PF3D7_0812500),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0840,Pf3D7_08_v3,629806,630806,+,1001,14.09,As-UTR,1,,"UTR (PF3D7_0812500, PF3D7_0812600)",NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_0841,Pf3D7_08_v3,636464,637720,+,1257,22.2,As-G,7,,PF3D7_0812900,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0842,Pf3D7_08_v3,650793,651282,+,490,16.12,As-UTR,8,,UTR (PF3D7_0813200),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0843,Pf3D7_08_v3,654557,655063,-,507,14.2,UTR-asc,1,PF3D7_0813200,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_0844,Pf3D7_08_v3,655064,655344,+,281,9.96,UTR-asc,8,PF3D7_0813300,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0845,Pf3D7_08_v3,664413,664897,+,485,12.37,Intergenic,7,,,NO,NO,NO,YES,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_0846,Pf3D7_08_v3,667634,668610,+,977,15.25,UTR-asc,1,PF3D7_0813600,,NO,YES,YES,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0847,Pf3D7_08_v3,706532,707486,-,955,18.12,As-G,1,,PF3D7_0814700,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_0848,Pf3D7_08_v3,713704,715175,-,1472,15.96,As-G,1,,PF3D7_0815100,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_0849,Pf3D7_08_v3,719029,721111,-,2083,18.92,As-G,1,,PF3D7_0815200,NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_0850,Pf3D7_08_v3,732843,734025,+,1183,14.71,As-G,1,,PF3D7_0815700,NO,NO,NO,NO,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_0851,Pf3D7_08_v3,780639,781287,+,649,12.79,Intergenic,2,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0852,Pf3D7_08_v3,782139,782605,+,467,14.99,As-UTR,9,,UTR (PF3D7_0817300),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0853,Pf3D7_08_v3,792973,794216,+,1244,10.05,As-UTR,4,,UTR (PF3D7_0817400),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0854,Pf3D7_08_v3,794765,795113,+,349,20.34,As-Intron,7,,PF3D7_0817400,NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_0855,Pf3D7_08_v3,804421,805541,+,1121,14.36,As-UTR,1,,UTR (PF3D7_0817700),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0856,Pf3D7_08_v3,822574,822950,-,377,16.45,As-UTR,7,,UTR (PF3D7_0818000),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0857,Pf3D7_08_v3,825375,828824,-,3450,15.42,As-G,1,,"PF3D7_0818100, UTR (PF3D7_0818200)",NO,NO,NO,NO,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_0858,Pf3D7_08_v3,831581,832107,-,527,11.2,As-UTR,7,,UTR (PF3D7_0818200),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_0859,Pf3D7_08_v3,837339,839239,+,1901,12.36,As-lncRNA,1,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,YES,NO
