Gene ID,Transcript ID,Chromosome,Start,Stop,Strand,Length,Exon count,Exon lengths,Relative Exon starts,GC content,Coding potential,Mean expression ,Max expression ,Max expression time-point ,Log2 fold change ,Significant Differential GENE Expression,Max JS Specificity score ,More correlated neighbor                 ,More correlated neighbor            description       ,Correlation with more correlated neighbor                ,Orientation with respect to more correlated neighbor             ,Distance from more correlated neighbor              ,Less correlated neighbor     ,Less correlated neighbor description       ,Correlation with less correlated neighbor ,Distance from less correlated neighbor,FPKM T20,FPKM T24,FPKM T28,FPKM T32,FPKM T36,FPKM T40,FPKM T44,FPKM T48,FPKM TT8,FPKM R,FPKM ET,FPKM LT,FPKM S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001531,TCONS_00002157,Pf3D7_06_v3,121559,122296,+,737,1,"737,","0,",0.12,,10.08,17.35,TT8,1.28,,0.14,PF3D7_0603000,"conserved Plasmodium protein, unknown function",0.99,tandem,337,NA,NA,NA,NA,11.84,10.84,12.07,7.63,7.01,8.73,10.10,6.57,17.35,11.51,1.67,0.46,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001535,TCONS_00002164,Pf3D7_06_v3,178656,179905,+,999,2,"702,297,","0,952,",0.16,,7.97,31.15,T44,5.01,YES,0.22,NA,NA,NA,NA,NA,PF3D7_0604100,"transcription factor with AP2 domain(s),SPE2-interacting protein (SIP2)",0.84546917,1416,0.79,0.84,0.00,0.13,3.31,18.92,31.15,4.73,11.75,1.27,0.31,0.00,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001536,TCONS_00002165,Pf3D7_06_v3,180032,180537,+,505,1,"505,","0,",0.17,,8.55,22.84,T40,4.18,,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,0.47,0.32,1.32,5.91,22.84,21.29,6.34,15.09,0.76,0.74,0.63,51.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001744,TCONS_00002480,Pf3D7_06_v3,245026,246051,-,1025,1,"1025,","0,",0.15,,14.28,78.07,TT8,5.14,YES,0.21,PF3D7_0605800,"DNA repair-like protein, putative",-0.08,tandem,505,NA,NA,NA,NA,5.59,4.89,1.25,3.38,4.63,4.27,8.82,3.01,78.07,9.74,0.00,2.77,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001544,TCONS_00002178,Pf3D7_06_v3,245197,246280,+,1083,1,"1083,","0,",0.13,,2.81,7.32,T32,2.57,,0.19,NA,NA,NA,NA,NA,PF3D7_0605900,"long chain polyunsaturated fatty acid elongation enzyme, putative",-0.635853354,1359,0.40,2.49,5.20,7.32,4.90,3.34,1.99,0.55,0.72,0.32,2.23,8.43,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001546,TCONS_00002180,Pf3D7_06_v3,255524,256731,+,1207,1,"1207,","0,",0.16,,6.50,25.94,TT8,3.67,,0.20,PF3D7_0606000,"conserved Plasmodium protein, unknown function",0.54,divergent,1721,PF3D7_0606100,"RNA binding protein, putative",0.48746518,872,9.17,4.31,1.63,2.14,2.03,4.13,6.15,1.12,25.94,5.39,1.94,2.42,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001750,TCONS_00002489,Pf3D7_06_v3,280217,281151,-,934,1,"934,","0,",0.14,,10.03,19.62,T14,3.25,YES,0.15,PF3D7_0606600,"conserved Plasmodium protein, unknown function",0.05,tandem,2455,PF3D7_0606700,"coatomer alpha subunit, putative",-0.379605851,897,18.21,7.39,7.49,9.60,7.17,9.16,10.19,1.17,16.34,14.78,1.06,7.31,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001554,TCONS_00002191,Pf3D7_06_v3,318036,318975,+,939,1,"939,","0,",0.15,,5.16,18.14,T44,4.26,YES,0.24,PF3D7_0607700,"conserved Plasmodium protein, unknown function",0.98,tandem,1764,PF3D7_0607600,"conserved Plasmodium protein, unknown function",0.923377012,1154,0.00,0.00,0.00,0.00,5.70,12.79,18.14,12.39,1.97,0.00,0.00,0.37,6.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001560,TCONS_00002199,Pf3D7_06_v3,353464,353985,+,521,1,"521,","0,",0.16,,20.90,39.89,T28,2.16,,0.14,PF3D7_0608500,"proteasome subunit alpha type 2, putative",0.79,divergent,689,PF3D7_0608600,"conserved Plasmodium protein, unknown function",0.095947709,1243,23.11,25.49,39.89,33.37,21.30,15.17,26.05,13.23,9.45,20.19,17.59,23.57,23.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001761,TCONS_00002507,Pf3D7_06_v3,360449,360997,-,548,1,"548,","0,",0.12,,10.26,19.41,T20,4.35,YES,0.16,PF3D7_0608700,"chaperone, putative",0.64,convergent,246,PF3D7_0608800,ornithine aminotransferase (OAT),0.500727022,1637,19.41,15.39,12.64,18.57,8.82,5.56,8.43,10.53,0.97,17.50,39.55,35.98,17.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001773,TCONS_00002522,Pf3D7_06_v3,466615,467179,-,564,1,"564,","0,",0.14,,6.45,16.63,T36,4.14,,0.19,PF3D7_0611200,"transcription factor with AP2 domain(s), putative (ApiAP2)",0.92,divergent,301,NA,NA,NA,NA,0.00,1.15,3.88,15.94,16.63,16.11,9.04,5.11,1.40,1.18,1.17,3.95,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001579,TCONS_00002231,Pf3D7_06_v3,474855,476882,+,2027,1,"2027,","0,",0.15,,9.16,22.67,T14,3.57,YES,0.16,PF3D7_0611400,SWI/SNF-related matrix-associated actin-dependent regulator of  chromatin,0.31,divergent,705,PF3D7_0611500,"conserved Plasmodium protein, unknown function",0.114572091,5942,17.81,5.41,4.97,9.37,5.59,5.94,5.90,0.99,17.32,10.71,1.63,3.41,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001781,TCONS_00002536,Pf3D7_06_v3,519689,520104,-,415,1,"415,","0,",0.15,,27.18,74.90,T40,5.45,YES,0.18,PF3D7_0612200,leucine-rich repeat protein (LRR6),0.96,tandem,141,PF3D7_0612300,"conserved protein, unknown function",0.713748181,646,0.74,4.51,1.01,4.87,40.58,74.90,47.12,73.72,4.04,4.64,2.27,5.69,33.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001587,TCONS_00002241,Pf3D7_06_v3,545657,546045,+,388,1,"388,","0,",0.19,,9.92,36.01,T44,5.21,YES,0.23,PF3D7_0613300,rhoptry protein (ROP14),0.92,divergent,859,PF3D7_0613400,"apicoplast ribosomal protein L18 precursor, putative",0.493678469,918,0.65,0.00,0.00,0.00,0.00,11.18,36.01,32.18,18.84,1.89,0.94,0.00,55.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001789,TCONS_00002550,Pf3D7_06_v3,562193,563198,-,1005,1,"1005,","0,",0.15,,10.70,40.74,T44,5.38,YES,0.22,NA,NA,NA,NA,NA,PF3D7_0613700,"syntaxin binding protein, putative",0.551820655,733,0.45,0.00,0.31,1.08,8.60,24.84,40.74,26.91,6.02,1.43,0.00,0.60,36.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001590,TCONS_00002245,Pf3D7_06_v3,564130,564722,+,592,1,"592,","0,",0.13,,14.13,45.93,T44,5.55,YES,0.20,PF3D7_0613800,transcription factor with AP2 domain(s) (ApiAP2),0.97,tandem,1416,NA,NA,NA,NA,0.48,0.00,1.62,2.90,22.50,40.82,45.93,26.56,4.19,0.00,0.00,2.52,11.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001606,TCONS_00002275,Pf3D7_06_v3,694477,695080,+,603,1,"603,","0,",0.14,,20.44,80.76,T24,5.31,YES,0.19,PF3D7_0616700,"ras GTPAse, putative",0.83,divergent,1158,PF3D7_0616800,"malate:quinone oxidoreductase, putative",0.669559119,848,44.47,80.76,45.07,17.30,5.83,3.83,4.20,1.06,4.02,32.14,82.79,32.13,3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001609,TCONS_00002279,Pf3D7_06_v3,706643,707575,+,932,1,"932,","0,",0.15,,11.22,32.39,T20,4.35,YES,0.18,PF3D7_0617000,"mitochondrial import receptor subunit tom40, putative (TOM40)",0.90,divergent,1475,PF3D7_0617100,"alpha adaptin-like protein, putative",0.305867453,2483,32.39,23.58,20.31,10.82,2.14,1.78,1.75,0.64,6.38,24.57,19.71,8.94,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001616,TCONS_00002290,Pf3D7_06_v3,749726,751645,+,1919,1,"1919,","0,",0.15,,15.23,53.90,T44,3.69,YES,0.17,PF3D7_0617800,histone H2A (H2A),0.78,divergent,912,NA,NA,NA,NA,5.40,4.51,10.09,9.63,15.71,28.93,53.90,15.60,9.27,2.32,0.00,2.58,24.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001616,TCONS_00002291,Pf3D7_06_v3,749808,751645,+,1553,2,"337,1216,","0,621,",0.15,,0.52,4.33,T32,2.42,YES,0.55,PF3D7_0617800,histone H2A (H2A),0.78,divergent,912,NA,NA,NA,NA,0.00,1.38,0.00,4.33,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001616,TCONS_00002292,Pf3D7_06_v3,749919,751645,+,1447,2,"226,1221,","0,505,",0.16,,7.01,19.47,T40,4.08,YES,0.19,PF3D7_0617800,histone H2A (H2A),0.78,divergent,912,NA,NA,NA,NA,0.53,0.77,2.14,9.17,9.92,19.47,7.23,0.76,15.48,2.98,2.03,14.92,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001813,TCONS_00002579,Pf3D7_06_v3,752381,753365,-,984,1,"984,","0,",0.13,,6.70,19.44,TT8,2.96,,0.18,PF3D7_0617900,"histone H3 variant, putative (H3.3)",0.52,divergent,1029,NA,NA,NA,NA,6.90,1.91,1.63,2.19,2.36,5.01,16.99,5.27,19.44,2.93,0.83,0.70,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001814,TCONS_00002580,Pf3D7_06_v3,756426,757611,-,1185,1,"1185,","0,",0.17,,9.89,43.34,T44,5.47,,0.24,PF3D7_0618000,"conserved Plasmodium membrane protein, unknown function",0.93,divergent,997,PF3D7_0617900,"histone H3 variant, putative (H3.3)",0.849038247,1621,0.36,0.57,0.00,0.24,0.72,15.09,43.34,15.22,21.66,2.24,0.00,0.00,42.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001629,TCONS_00002314,Pf3D7_06_v3,853700,854430,+,730,1,"730,","0,",0.16,,17.76,77.22,T44,6.06,YES,0.23,PF3D7_0620400,merozoite surface protein 10 (MSP10),0.92,divergent,745,PF3D7_0620500,"cleavage stimulation factor subunit 1-like protein, putative",-0.557488914,729,1.04,0.27,0.17,0.65,1.99,26.43,77.22,7.65,34.99,3.18,1.17,0.00,38.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001834,TCONS_00002609,Pf3D7_06_v3,876490,877644,-,1082,2,"313,769,","0,385,",0.19,,4.26,14.53,TT8,3.96,,0.23,PF3D7_0621400,Pf77 protein (ALV7),0.70,divergent,1145,PF3D7_0621300,"mRNA binding Pumilio-homology domain protein, putative",-0.54733798,300,0.69,0.17,0.00,0.12,0.68,5.38,10.91,8.47,14.53,0.51,0.00,0.00,38.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001844,TCONS_00002621,Pf3D7_06_v3,931628,932858,-,1230,1,"1230,","0,",0.11,,27.60,115.82,TT8,5.58,YES,0.18,PF3D7_0622900,"transcription factor with AP2 domain(s), putative (ApiAP2)",0.94,tandem,554,NA,NA,NA,NA,39.66,23.96,10.55,1.44,1.49,4.30,27.62,15.53,115.82,16.01,2.73,1.23,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001644,TCONS_00002337,Pf3D7_06_v3,934334,935237,+,903,1,"903,","0,",0.13,,5.87,30.47,TT8,4.98,,0.24,NA,NA,NA,NA,NA,PF3D7_0623000,chorismate synthase (CS),-0.90732287,1830,9.49,2.36,1.96,0.92,0.00,0.27,2.82,0.79,30.47,3.61,0.46,0.39,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001850,TCONS_00002629,Pf3D7_06_v3,955118,955494,-,376,1,"376,","0,",0.16,,21.11,52.78,T14,2.91,,0.15,PF3D7_0623600,"transcription or splicing factor-like protein, putative",0.87,divergent,1270,PF3D7_0623500,superoxide dismutase (SOD2),0.727699621,270,32.52,22.15,18.69,14.50,12.96,9.76,13.77,6.15,36.36,43.52,12.41,8.94,16.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001853,TCONS_00002634,Pf3D7_06_v3,971692,972074,-,382,1,"382,","0,",0.11,,54.03,211.56,TT8,5.87,YES,0.17,PF3D7_0623800,"protein kinase, putative (TKL4)",0.97,tandem,737,NA,NA,NA,NA,92.05,44.99,20.35,6.96,4.92,2.65,28.34,24.50,211.56,75.43,1.45,1.27,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001854,TCONS_00002635,Pf3D7_06_v3,972210,972915,-,705,1,"705,","0,",0.11,,15.46,71.62,TT8,5.79,,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,10.79,3.65,2.00,0.31,0.84,8.46,1.27,71.62,21.84,0.70,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001855,TCONS_00002636,Pf3D7_06_v3,973169,973712,-,543,1,"543,","0,",0.10,,14.33,62.69,TT8,5.99,,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.83,6.20,19.95,5.83,1.03,1.40,7.94,0.00,62.69,2.48,0.83,0.70,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001650,TCONS_00002344,Pf3D7_06_v3,973660,974087,+,427,1,"427,","0,",0.07,,8.68,45.48,TT8,5.54,YES,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.99,4.59,3.73,1.29,0.32,0.43,0.00,3.71,45.48,7.46,1.66,0.00,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001651,TCONS_00002345,Pf3D7_06_v3,974142,975003,+,861,1,"861,","0,",0.10,,13.95,55.79,TT8,5.54,YES,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.76,8.08,2.02,0.45,0.22,0.89,5.76,4.58,55.79,16.65,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001856,TCONS_00002637,Pf3D7_06_v3,974187,974782,-,595,1,"595,","0,",0.11,,7.29,20.92,T28,4.45,,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91,10.16,20.92,11.04,2.79,0.95,5.72,0.00,13.36,2.40,1.57,0.68,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001652,TCONS_00002346,Pf3D7_06_v3,975832,976529,+,697,1,"697,","0,",0.16,,5.63,30.06,TT8,4.50,,0.25,NA,NA,NA,NA,NA,PF3D7_0623900,"ribonuclease H2 subunit A, putative",-0.314537476,653,2.83,2.64,1.35,1.31,0.37,0.52,1.40,0.78,30.06,6.25,2.18,1.09,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001857,TCONS_00002638,Pf3D7_06_v3,978538,979313,-,775,1,"775,","0,",0.14,,13.40,40.62,T20,3.38,,0.16,PF3D7_0624000,hexokinase (HK),0.54,divergent,1752,PF3D7_0623900,"ribonuclease H2 subunit A, putative",-0.445399792,489,40.62,17.04,10.38,16.20,11.08,9.10,13.83,2.99,7.69,5.72,0.00,4.04,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001860,TCONS_00002643,Pf3D7_06_v3,996504,998096,-,1592,1,"1592,","0,",0.12,,9.70,20.70,TT8,2.12,,0.15,PF3D7_0624600,"SNF2 helicase, putative (ISWI)",-0.02,divergent,1427,NA,NA,NA,NA,18.59,8.34,6.54,6.14,4.27,4.30,6.59,6.68,20.70,14.02,5.02,7.88,6.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001866,TCONS_00002651,Pf3D7_06_v3,1036413,1037143,-,730,1,"730,","0,",0.15,,7.92,20.94,TT8,3.01,,0.17,PF3D7_0625600,"poly(A) polymerase PAP, putative",0.92,divergent,2511,PF3D7_0625500,"conserved Plasmodium membrane protein, unknown function",0.725405055,42,16.69,7.66,5.38,6.36,3.74,1.73,2.68,4.99,20.94,21.26,4.72,9.61,6.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_001872,TCONS_00002661,Pf3D7_06_v3,1077369,1078196,-,827,1,"827,","0,",0.11,,4.87,25.95,T20,4.75,YES,0.28,PF3D7_0626700,"conserved protein, unknown function",0.66,convergent,1233,PF3D7_0626800,pyruvate kinase (PyrK),0.458574056,798,25.95,6.36,2.46,0.49,0.00,0.00,0.88,0.00,1.25,7.35,0.57,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
